Action taken,Cause,"City, County",Emissions estimation method,Event began,Event ended,Physical location,Regulated entity RN number,Regulated entity name,This is based on the,Type(s) of air emissions event,report_id
The transfer of material through the piping was stopped. Containment was placed under the area of the leak to prevent any further potential release to the soil. Process material was removed from the soil and internal drains with a vacuum truck and sorbents. Contaminated soil was removed for disposal.,"On January 25, 2015 at approximately 20:15 hours, a leak was discovered from a process pipe at the Flint Hills Resources Port Arthur, LLC (FHR) Port Arthur Chemicals (PAC) facility. FHR was transferring material from one tank to another when the leak occurred and is estimating that approximately 35 gallons of Debutanized Aromatic Concentrate leaked to the ground.","PORT ARTHUR, JEFFERSON","Emissions are based on engineering calculations, engineering estimates, and stream speciation. Final calculations indicate benzene is estimated to have exceeded a Federal reportable quantity (RQ) for a 24-hour period.Note that at the time of the Initial STEERS Report, formal emissions estimates were not available. FHR stated in the report that, “All amounts released, listed in this report, are preliminary estimates of the potential emissions. These estimates may or may not be indicative of the actual amounts or compounds released. It is likely that better emissions estimates will be provided in the Final State of Texas Environmental Electronic Reporting System (STEERS) Report.” By way of clarification, at the time of the Initial STEERS report, FHR utilized available information, engineering experience and judgment, and engineering calculations to identify the substances FHR anticipated could experience a release of an amount that might exceed an RQ. The leak was discovered at about 20:15 hours, on January 25, 2015, and FHR is basing its emission estimates upon an assumption that the leak began when the transfer of material through the process piping started, which was about 18:20 hours, and ended when the leak was stopped at 20:30 hours after the transfer had been stopped. For the purpose of this report, the duration for this event was 2 hours 10 minutes. The STEERS Initial Report was entered as soon as practicable, but not later than 24 hours after the discovery of an emissions event as per § 101.201(a)(1)(A). In accordance to applicable regulations and guidelines, the National Response Center (NRC), Texas State Emergency Response Commission (SERC), and the Local Emergency Planning Commission (LEPC) were notified. NRC#1106570, 1/25/15, 21:15, Greer SERC# 20150327, 1/25/15, 21:16, Sandy",01/25/2015 6:20PM,01/25/2015 8:30PM,SAVANNAH AVENUE AT GATE 24,RN100217389,FLINT HILLS RESOURCES PORT ARTHUR FACILITY,FINAL REPORT,EMISSIONS EVENT,209270
"The unwanted hydrocarbon liquids that had accumulated in vessels and heat exchangers were drained, vaporized, and routed to Flare 10 for destruction. The methanol that was added to the fractionation system for hydrate removal was successful in restoring the de-ethanizer tower to normal operation.","Abnormal operating conditions in the de-ethanizer tower resulted in the unwanted accumulation of hydrocarbon liquids in vessels and heat exchangers at Ethylene Unit 22. The unwanted hydrocarbon liquids were drained, vaporized, and routed to Flare 10 (FIN/EPN: 56-61-10) for destruction. The de-ethanizer tower returned to normal operation after methanol was added to the fractionation system for hydrate removal.","OLD OCEAN, BRAZORIA",Flaring emissions are calculated using data from the flow meter and continuous gas analyzer serving Flare 10. Benzene flaring emissions were estimated from engineering calculations.,01/26/2015 6:00AM,01/26/2015 4:00PM,,RN100825249,CHEVRON PHILLIPS CHEMICAL SWEENY OLD OCEAN FACILITIES,FINAL REPORT,EMISSIONS EVENT,209276
CITGO FOLLOWED THE WEST PLANT STEAM SHED PLAN.,LOSS OF BOILER #3 STEAM CAUSED PROCESS UPSET.,"CORPUS CHRISTI, NUECES","ENGINEERING KNOWLEDGE. After final review, calculations determined this event is a recordable event only. The final report is being submitted to close out the initial report in the STEERS system.",01/27/2015 12:47AM,01/27/2015 1:55AM,7350 INTERSTATE HWY 37,RN100238799,CITGO CORPUS CHRISTI REFINERY - WEST PLANT,FINAL REPORT,EMISSIONS EVENT,209344
Refinery personnel responded as quickly as possible to mitigate the flaring by following established procedures. Production was curtailed to minimize impacts. WGC K-1300 was returned to normal operations the same day at approximately 7 P.M.,"A transformer located at Power Station #7 experienced a 69 kilovolt (kV) line termination failure, cutting off electricity to Wet Gas Compressor K-1300 (WGC K-1300) located at Atmospheric Vacuum Unit 147 (AVU-147), which tripped and briefly flared wet gas. The event was the result of condensed water which gradually penetrated into the internal structure of the line termination.","PORT ARTHUR, JEFFERSON","Flaring emissions were calculated using flare gas flow meters, historical laboratory analysis, and established agency emission factors.",01/27/2015 12:39PM,01/27/2015 1:54PM,"1801 S GULFWAY DR, PORT ARTHUR, TX",RN102584026,VALERO PORT ARTHUR REFINERY,FINAL REPORT,EMISSIONS EVENT,209380
Spalling time was kept to a minimum based on acceptable expander vibration levels. Air flow through the unit was optimized to keep heater lit while minimizing fines flow through the stack. The unit has been shut down to determine the source of vibration.,Excess vibration within the expander fan has prompted spalling of the unit to balance out the fan blades. Opacity levels spiked during the spalling resulting in a reportable quantity of opacity measured in the regenerator stack. This and the previous spalls were conducted without the ESP in operation due to known safety issues from spalling with an ESP energized. During the unit start up after spalling the pressure transmitter malfunctioned and caused a PSV to open at the depentanizer tower resulting in flaring. No reportable quantities were exceeded from the flaring event.,"CORPUS CHRISTI, NUECES",Process data and professional judgment. Opacity readings were taken from the unit stack opacity analyzer. Opacity ranged from 18% - 97% during the spalling activities.,01/29/2015 10:54AM,01/30/2015 4:18AM,1802 NUECES BAY BLVD CORPUS CHRISTI TX,RN102555166,CITGO CORPUS CHRISTI REFINERY EAST PLANT,FINAL REPORT,EMISSIONS EVENT,209508
Enterprise utilized good engineering practices and plans during the restart activities. The North Plant flare was maintained and operated during the restart activities to ensure vented hydrocarbons were properly combusted. No RQs were exceeded during this startup.,Enterprise restarted the BEF unit after completing scheduled maintenance activities. No RQs were exceeded during this startup.,"MONT BELVIEU, CHAMBERS","The emissions in this report are based on measured data, engineering calculations, and TCEQ approved flare methodologies. No RQs were exceeded during this startup.",02/05/2015 10:00AM,02/11/2015 4:00PM,,RN102323268,ENTERPRISE MONT BELVIEU COMPLEX,FINAL REPORT,AIR STARTUP,209527
"Operations depressured the line to the flare to stop the leak, ERT responded and placed a temporary wrap to mitigate the leak and to aid in deinventory of line for repair. A vacuum truck controlled by a scrubber and carbon canister was used to minimize emissions to the atmosphere and is included in the “RPG Piping” emissions. The piping was replaced.",Operations found RPG (Raw Pyrolysis Gasoline) leaking from the line in the piperack onto the concrete below.,"BAYTOWN, HARRIS",On-line instrumentation and engineering calculations are used to determine the emissions.,01/29/2015 12:30PM,02/05/2015 5:30PM,,RN103919817,CHEVRON PHILLIPS CHEMICAL CEDAR BAYOU PLANT,FINAL REPORT,EMISSIONS EVENT,209553
EU-1592 and U-1092 followed start-up procedures which includes minimization of flaring.,Scheduled startup of EU-1592 and U-1092 after maintenance.,"BAYTOWN, HARRIS","On-line flare instrumentation, sampling and engineering calculations were used to determine emissions. Flare CB-710 and CB-701 emissions are authorized via NSR 1504A.",02/11/2015 5:00PM,02/20/2015,,RN103919817,CHEVRON PHILLIPS CHEMICAL CEDAR BAYOU PLANT,FINAL REPORT,AIR STARTUP,209563
"The Stripper Tower to which the piping was connected was de-inventoried of liquid. Following discovery, the leaking material was continuously caught in containment pans and collected using a vacuum-truck. The liquid spilled to the concrete was picked up with absorbents.","On January 30, 2015 at approximately 09:05 hours, a leak was discovered on process piping around exchanger (3E-5B) in the Aromatics Unit at Flint Hills Resources Port Arthur, LLC (FHR). The leak was of liquid material to a concrete surface and internal process drains with some evaporation to the air. The liquid leak stopped at approximately 07:45 hours on January 31, 2015.","PORT ARTHUR, JEFFERSON","Emissions are based on engineering calculations, engineering estimates, stream speciation and event duration. In its initial State of Texas Environmental Electronic Reporting System (STEERS) Report, FHR estimated that a Federal reportable quantity (RQ) for benzene could have been exceeded based on initial calculations. However, after additional evaluation and final calculations, no Federal or state RQs were exceeded. As such, FHR requests that the Initial STEERS Report be rescinded. In accordance to applicable regulations and guidelines, the National Response Center (NRC) and the Texas State Emergency Response Commission (SERC) were notified as indicated below. NRC# 1106948, Ms. Rawls, 01/30/2015 11:00 hours SERC# 20150388, Sherri, 01/30/2015 11:05 hours",01/30/2015 9:05AM,01/31/2015 8:50AM,SAVANNAH AVENUE AT GATE 24,RN100217389,FLINT HILLS RESOURCES PORT ARTHUR FACILITY,FINAL REPORT,EMISSIONS EVENT,209571
Spalling time was kept to a minimum based on acceptable expander vibration levels. Air flow through the unit was optimized to keep heater lit while minimizing fines flow through the stack. The unit has been shut down to determine the source of vibration.,Excess vibration within the expander fan has prompted spalling of the unit to balance out the fan blades. Opacity levels spiked during the spalling resulting in a reportable quantity of opacity measured in the regenerator stack. This and the previous spalls were conducted without the ESP in operation due to known safety issues from spalling with an ESP energized.,"CORPUS CHRISTI, NUECES",Process data and professional judgment. Opacity readings were taken from the unit stack opacity analyzer. Opacity ranged from 19% - 96% during the spalling activities.,01/31/2015 9:00AM,02/02/2015 8:30PM,1802 NUECES BAY BLVD CORPUS CHRISTI TX,RN102555166,CITGO CORPUS CHRISTI REFINERY EAST PLANT,FINAL REPORT,EMISSIONS EVENT,209581
The Stripper Tower was isolated and locked out. The PRV was monitored and confirmed to have reseated.,"On January 31, 2015 at approximately 05:25 hours, a pressure relief valve (PRV) on the Stripper Tower in the Aromatics Unit at the Flint Hills Resources Port Arthur, LLC (FHR) Port Arthur Chemicals (PAC) facility relieved to the atmosphere. The Stripper Tower was not in operation at the time of the event, but was in the process of being drained of liquid in response to the pipe leak incident, which was discovered and reported on January 30, 2015 (STEERS Incident No. 209571).","PORT ARTHUR, JEFFERSON","Emissions estimates are based on process instrumentation, stream speciation, engineering experience and judgment, and engineering calculations. The release of benzene is estimated to have exceeded a federal reportable quantity (RQ) for a 24-hour period. Note that at the time of the Initial STEERS Report, formal emissions estimates were not available. FHR stated in the report that, “All amounts released, listed in this report, are preliminary estimates of the potential emissions. These estimates may or may not be indicative of the actual amounts or compounds released. It is likely that better emissions estimates will be provided in the Final State of Texas Environmental Electronic Reporting System (STEERS) Report.” By way of clarification, at the time of the Initial STEERS report, FHR utilized available information, engineering experience and judgment, and engineering calculations to identify the substances FHR anticipated could experience a release of an amount that might exceed an RQ.Based on information known to FHR, the release began at about 05:25 hours on January 31, 2015, and ended at about 05:29 hours on January 31, 2015. For the purpose of this report, the duration for this event was 4 minutes. The Initial STEERS Report was entered as soon as practicable, but not later than 24 hours after the discovery of an emissions event as per § 101.201(a)(1)(A). In accordance to applicable regulations and guidelines, the National Response Center (NRC) and the Texas State Emergency Response Commission (SERC) were notified as indicated below. NRC# 1107005, P.O. Hill, 01/31/2015 07:15 hours SERC# 20150395, Sherri, 01/31/2015 07:25 hours",01/31/2015 5:25AM,01/31/2015 5:29AM,SAVANNAH AVENUE AT GATE 24,RN100217389,FLINT HILLS RESOURCES PORT ARTHUR FACILITY,FINAL REPORT,EMISSIONS EVENT,209582
